white,score,accuracy,rating,tournament,round,points,rank,possible_rank
False,0.0,83.6,2884,late-titled-tuesday-blitz-september-24-2024-5080899,8,6.0,5,5
False,0.0,85.1,2878,late-titled-tuesday-blitz-september-24-2024-5080899,9,6.0,6,6
True,1.0,87.3,2882,late-titled-tuesday-blitz-september-24-2024-5080899,10,7.0,5,5
False,1.0,90.1,2886,late-titled-tuesday-blitz-september-24-2024-5080899,11,8.0,5,5
False,1.0,97.8,2668,late-titled-tuesday-blitz-december-26-2023-4474114,1,1.0,1,1
True,1.0,81.0,2670,late-titled-tuesday-blitz-december-26-2023-4474114,2,2.0,1,1
False,0.0,85.2,2667,late-titled-tuesday-blitz-december-26-2023-4474114,3,2.0,3,3
True,0.0,71.7,2656,late-titled-tuesday-blitz-december-26-2023-4474114,4,2.0,5,5
False,1.0,81.8,2660,late-titled-tuesday-blitz-december-26-2023-4474114,5,3.0,5,5
True,1.0,92.7,2665,late-titled-tuesday-blitz-december-26-2023-4474114,6,4.0,5,5
True,1.0,76.5,2670,late-titled-tuesday-blitz-december-26-2023-4474114,7,5.0,5,5
False,0.0,81.3,2666,late-titled-tuesday-blitz-december-26-2023-4474114,8,5.0,6,6
True,1.0,88.3,2671,late-titled-tuesday-blitz-december-26-2023-4474114,9,6.0,6,6
False,1.0,87.1,2676,late-titled-tuesday-blitz-december-26-2023-4474114,10,7.0,5,5
False,1.0,81.3,2687,late-titled-tuesday-blitz-december-26-2023-4474114,11,8.0,5,5
False,1.0,86.6,2826,early-titled-tuesday-blitz-june-18-2024-4829184,1,1.0,1,1
True,1.0,85.1,2829,early-titled-tuesday-blitz-june-18-2024-4829184,2,2.0,1,1
True,0.5,83.1,2824,early-titled-tuesday-blitz-june-18-2024-4829184,3,2.5,2,2
False,1.0,91.8,2828,early-titled-tuesday-blitz-june-18-2024-4829184,4,3.5,2,2
False,0.0,81.8,2825,early-titled-tuesday-blitz-june-18-2024-4829184,5,3.5,4,4
True,1.0,96.7,2829,early-titled-tuesday-blitz-june-18-2024-4829184,6,4.5,4,4
True,0.0,81.5,2824,early-titled-tuesday-blitz-june-18-2024-4829184,7,4.5,6,6
False,1.0,85.7,2829,early-titled-tuesday-blitz-june-18-2024-4829184,8,5.5,6,6
True,1.0,89.2,2832,early-titled-tuesday-blitz-june-18-2024-4829184,9,6.5,5,5
True,1.0,77.9,2842,early-titled-tuesday-blitz-june-18-2024-4829184,10,7.5,5,5
False,1.0,83.2,2853,early-titled-tuesday-blitz-june-18-2024-4829184,11,8.5,4,4
True,1.0,91.0,2483,early-titled-tuesday-blitz-july-16-2024-4900933,1,1.0,1,1
True,1.0,78.9,2496,early-titled-tuesday-blitz-july-16-2024-4900933,2,2.0,1,1
False,0.0,79.6,2494,early-titled-tuesday-blitz-july-16-2024-4900933,3,2.0,3,3
True,1.0,93.7,2505,early-titled-tuesday-blitz-july-16-2024-4900933,4,3.0,3,3
False,1.0,90.5,2518,early-titled-tuesday-blitz-july-16-2024-4900933,5,4.0,3,3
False,1.0,90.8,2532,early-titled-tuesday-blitz-july-16-2024-4900933,6,5.0,3,3
True,0.0,73.3,2530,early-titled-tuesday-blitz-july-16-2024-4900933,7,5.0,4,4
False,1.0,89.1,2543,early-titled-tuesday-blitz-july-16-2024-4900933,8,6.0,5,5
False,1.0,93.5,2558,early-titled-tuesday-blitz-july-16-2024-4900933,9,7.0,4,4
True,0.0,84.7,2556,early-titled-tuesday-blitz-july-16-2024-4900933,10,7.0,5,5
False,1.0,75.2,2569,early-titled-tuesday-blitz-july-16-2024-4900933,11,8.0,5,5
True,1.0,86.5,3083,early-titled-tuesday-blitz-december-03-2024-5248885,1,1.0,1,1
False,1.0,94.5,3084,early-titled-tuesday-blitz-december-03-2024-5248885,2,2.0,1,1
True,1.0,89.9,3086,early-titled-tuesday-blitz-december-03-2024-5248885,3,3.0,1,1
False,0.5,95.0,3081,early-titled-tuesday-blitz-december-03-2024-5248885,4,3.5,2,2
True,1.0,93.9,3084,early-titled-tuesday-blitz-december-03-2024-5248885,5,4.5,2,2
False,0.5,97.7,3081,early-titled-tuesday-blitz-december-03-2024-5248885,6,5.0,3,3
True,0.5,85.8,3077,early-titled-tuesday-blitz-december-03-2024-5248885,7,5.5,4,4
False,1.0,93.8,3081,early-titled-tuesday-blitz-december-03-2024-5248885,8,6.5,3,3
True,0.5,92.8,3078,early-titled-tuesday-blitz-december-03-2024-5248885,9,7.0,4,4
True,1.0,77.0,3083,early-titled-tuesday-blitz-december-03-2024-5248885,10,8.0,3,3
False,0.0,83.8,3072,early-titled-tuesday-blitz-december-03-2024-5248885,11,8.0,5,5
False,1.0,87.3,3108,early-titled-tuesday-blitz-october-29-2024-5171095,1,1.0,1,1
True,1.0,96.3,3110,early-titled-tuesday-blitz-october-29-2024-5171095,2,2.0,1,1
False,1.0,86.5,3113,early-titled-tuesday-blitz-october-29-2024-5171095,3,3.0,1,1
True,1.0,96.8,3117,early-titled-tuesday-blitz-october-29-2024-5171095,4,4.0,1,1
False,0.5,90.6,3113,early-titled-tuesday-blitz-october-29-2024-5171095,5,4.0,3,3
True,1.0,92.2,3118,early-titled-tuesday-blitz-october-29-2024-5171095,6,5.5,2,2
False,1.0,96.1,3123,early-titled-tuesday-blitz-october-29-2024-5171095,7,6.0,3,3
False,0.0,90.2,3119,early-titled-tuesday-blitz-october-29-2024-5171095,8,5.5,6,6
True,1.0,89.8,3123,early-titled-tuesday-blitz-october-29-2024-5171095,9,7.5,3,3
False,1.0,90.7,3127,early-titled-tuesday-blitz-october-29-2024-5171095,10,8.0,3,3
False,0.5,98.3,3125,early-titled-tuesday-blitz-october-29-2024-5171095,11,8.5,4,4
False,1.0,92.0,3127,early-titled-tuesday-blitz-october-01-2024-5099899,1,1.0,1,1
True,1.0,90.4,3128,early-titled-tuesday-blitz-october-01-2024-5099899,2,2.0,1,1
False,1.0,86.1,3130,early-titled-tuesday-blitz-october-01-2024-5099899,3,3.0,1,1
True,0.5,85.1,3126,early-titled-tuesday-blitz-october-01-2024-5099899,4,3.5,2,2
True,1.0,90.4,3127,early-titled-tuesday-blitz-october-01-2024-5099899,5,4.5,2,2
False,0.0,91.2,3116,early-titled-tuesday-blitz-october-01-2024-5099899,6,4.5,4,4
True,1.0,86.9,3117,early-titled-tuesday-blitz-october-01-2024-5099899,7,6.0,2,2
False,1.0,95.2,3121,early-titled-tuesday-blitz-october-01-2024-5099899,8,6.5,3,3
False,1.0,97.6,3125,early-titled-tuesday-blitz-october-01-2024-5099899,9,7.5,3,3
True,1.0,88.7,3131,early-titled-tuesday-blitz-october-01-2024-5099899,10,8.0,3,3
False,0.0,71.2,3121,early-titled-tuesday-blitz-october-01-2024-5099899,11,8.0,5,5
True,1.0,87.8,3154,late-titled-tuesday-blitz-september-24-2024-5080899,1,1.0,1,1
False,1.0,89.4,3155,late-titled-tuesday-blitz-september-24-2024-5080899,2,2.0,1,1
True,1.0,85.6,3157,late-titled-tuesday-blitz-september-24-2024-5080899,3,3.0,1,1
False,1.0,94.4,3159,late-titled-tuesday-blitz-september-24-2024-5080899,4,4.0,1,1
True,1.0,87.3,3162,late-titled-tuesday-blitz-september-24-2024-5080899,5,4.5,2,2
True,0.0,90.0,3156,late-titled-tuesday-blitz-september-24-2024-5080899,6,4.5,4,4
False,1.0,88.9,3159,late-titled-tuesday-blitz-september-24-2024-5080899,7,6.0,3,3
True,1.0,93.1,3163,late-titled-tuesday-blitz-september-24-2024-5080899,8,6.5,4,4
True,0.0,81.7,3153,late-titled-tuesday-blitz-september-24-2024-5080899,9,6.5,5,5
False,1.0,94.1,3157,late-titled-tuesday-blitz-september-24-2024-5080899,10,8.0,3,3
False,0.0,79.0,3152,late-titled-tuesday-blitz-september-24-2024-5080899,11,8.0,5,5
True,1.0,93.5,3155,late-titled-tuesday-blitz-september-03-2024-5033917,1,1.0,1,1
False,1.0,90.3,3156,late-titled-tuesday-blitz-september-03-2024-5033917,2,2.0,1,1
True,1.0,94.2,3158,late-titled-tuesday-blitz-september-03-2024-5033917,3,3.0,1,1
False,1.0,83.6,3161,late-titled-tuesday-blitz-september-03-2024-5033917,4,4.0,1,1
True,1.0,93.5,3166,late-titled-tuesday-blitz-september-03-2024-5033917,5,4.5,2,2
True,0.5,88.2,3163,late-titled-tuesday-blitz-september-03-2024-5033917,6,5.0,3,3
False,1.0,91.2,3168,late-titled-tuesday-blitz-september-03-2024-5033917,7,6.0,3,3
True,0.5,95.0,3165,late-titled-tuesday-blitz-september-03-2024-5033917,8,6.0,5,5
False,1.0,92.0,3170,late-titled-tuesday-blitz-september-03-2024-5033917,9,7.5,3,3
True,1.0,89.9,3177,late-titled-tuesday-blitz-september-03-2024-5033917,10,8.0,3,3
False,1.0,98.2,3187,late-titled-tuesday-blitz-september-03-2024-5033917,11,9.0,3,3
False,1.0,87.0,3158,early-titled-tuesday-blitz-september-03-2024-5033915,1,1.0,1,1
True,1.0,88.1,3159,early-titled-tuesday-blitz-september-03-2024-5033915,2,2.0,1,1
False,0.5,90.3,3153,early-titled-tuesday-blitz-september-03-2024-5033915,3,2.5,2,2
True,1.0,89.6,3154,early-titled-tuesday-blitz-september-03-2024-5033915,4,4.0,1,1
True,0.5,95.1,3150,early-titled-tuesday-blitz-september-03-2024-5033915,5,4.0,3,3
False,1.0,92.7,3153,early-titled-tuesday-blitz-september-03-2024-5033915,6,5.5,2,2
True,0.0,88.4,3141,early-titled-tuesday-blitz-september-03-2024-5033915,7,5.0,5,5
False,1.0,82.5,3143,early-titled-tuesday-blitz-september-03-2024-5033915,8,6.5,3,3
True,1.0,84.1,3146,early-titled-tuesday-blitz-september-03-2024-5033915,9,7.5,3,3
False,1.0,88.4,3150,early-titled-tuesday-blitz-september-03-2024-5033915,10,8.0,3,3
True,1.0,94.9,3155,early-titled-tuesday-blitz-september-03-2024-5033915,11,9.0,3,3
False,1.0,85.4,3097,late-titled-tuesday-blitz-august-27-2024-5015191,1,1.0,1,1
True,1.0,89.5,3098,late-titled-tuesday-blitz-august-27-2024-5015191,2,2.0,1,1
False,1.0,93.3,3099,late-titled-tuesday-blitz-august-27-2024-5015191,3,3.0,1,1
True,1.0,93.7,3102,late-titled-tuesday-blitz-august-27-2024-5015191,4,4.0,1,1
False,1.0,88.5,3106,late-titled-tuesday-blitz-august-27-2024-5015191,5,4.5,2,2
True,1.0,96.4,3111,late-titled-tuesday-blitz-august-27-2024-5015191,6,5.5,2,2
False,0.0,83.5,3103,late-titled-tuesday-blitz-august-27-2024-5015191,7,5.0,5,5
True,1.0,91.3,3109,late-titled-tuesday-blitz-august-27-2024-5015191,8,6.5,4,4
False,1.0,92.8,3115,late-titled-tuesday-blitz-august-27-2024-5015191,9,7.5,3,3
True,1.0,91.5,3123,late-titled-tuesday-blitz-august-27-2024-5015191,10,8.0,3,3
True,0.0,85.2,3118,late-titled-tuesday-blitz-august-27-2024-5015191,11,8.0,5,5
False,1.0,82.0,3102,early-titled-tuesday-blitz-august-27-2024-5015189,1,1.0,1,1
True,1.0,91.6,3103,early-titled-tuesday-blitz-august-27-2024-5015189,2,2.0,1,1
False,0.5,95.6,3097,early-titled-tuesday-blitz-august-27-2024-5015189,3,2.5,2,2
True,1.0,99.3,3099,early-titled-tuesday-blitz-august-27-2024-5015189,4,4.0,1,1
False,1.0,93.8,3102,early-titled-tuesday-blitz-august-27-2024-5015189,5,4.5,2,2
True,1.0,96.2,3106,early-titled-tuesday-blitz-august-27-2024-5015189,6,5.5,2,2
False,1.0,98.4,3108,early-titled-tuesday-blitz-august-27-2024-5015189,7,6.0,3,3
False,0.0,82.2,3098,early-titled-tuesday-blitz-august-27-2024-5015189,8,5.5,6,6
True,1.0,89.1,3104,early-titled-tuesday-blitz-august-27-2024-5015189,9,7.5,3,3
False,0.0,88.3,3100,early-titled-tuesday-blitz-august-27-2024-5015189,10,7.0,5,5
True,0.5,90.3,3096,early-titled-tuesday-blitz-august-27-2024-5015189,11,8.5,4,4
True,1.0,98.9,3114,early-titled-tuesday-blitz-august-13-2024-4975053,1,1.0,1,1
False,1.0,79.9,3115,early-titled-tuesday-blitz-august-13-2024-4975053,2,2.0,1,1
True,1.0,91.1,3117,early-titled-tuesday-blitz-august-13-2024-4975053,3,3.0,1,1
False,0.0,98.0,3104,early-titled-tuesday-blitz-august-13-2024-4975053,4,3.0,3,3
True,1.0,95.5,3105,early-titled-tuesday-blitz-august-13-2024-4975053,5,4.5,2,2
False,1.0,87.7,3108,early-titled-tuesday-blitz-august-13-2024-4975053,6,5.5,2,2
True,1.0,93.0,3111,early-titled-tuesday-blitz-august-13-2024-4975053,7,6.0,3,3
False,1.0,91.0,3115,early-titled-tuesday-blitz-august-13-2024-4975053,8,6.5,3,3
True,0.5,97.1,3111,early-titled-tuesday-blitz-august-13-2024-4975053,9,7.0,4,4
False,1.0,88.4,3116,early-titled-tuesday-blitz-august-13-2024-4975053,10,8.0,3,3
False,0.5,93.6,3120,early-titled-tuesday-blitz-august-13-2024-4975053,11,8.5,3,3
True,1.0,83.1,3098,late-titled-tuesday-blitz-july-30-2024-4937911,1,1.0,1,1
False,1.0,94.3,3099,late-titled-tuesday-blitz-july-30-2024-4937911,2,2.0,1,1
True,1.0,86.2,3101,late-titled-tuesday-blitz-july-30-2024-4937911,3,3.0,1,1
False,1.0,94.3,3105,late-titled-tuesday-blitz-july-30-2024-4937911,4,4.0,1,1
False,0.0,84.8,3093,late-titled-tuesday-blitz-july-30-2024-4937911,5,3.5,4,4
True,1.0,68.8,3096,late-titled-tuesday-blitz-july-30-2024-4937911,6,5.5,2,2
False,0.0,86.9,3084,late-titled-tuesday-blitz-july-30-2024-4937911,7,5.0,5,5
True,1.0,85.7,3086,late-titled-tuesday-blitz-july-30-2024-4937911,8,6.5,3,3
True,0.5,89.4,3082,late-titled-tuesday-blitz-july-30-2024-4937911,9,7.0,4,4
False,1.0,98.3,3085,late-titled-tuesday-blitz-july-30-2024-4937911,10,8.0,3,3
True,1.0,81.6,3090,late-titled-tuesday-blitz-july-30-2024-4937911,11,9.0,3,3
False,1.0,78.6,3019,late-titled-tuesday-blitz-july-23-2024-4919327,1,1.0,1,1
True,1.0,85.2,3021,late-titled-tuesday-blitz-july-23-2024-4919327,2,2.0,1,1
False,1.0,83.7,3024,late-titled-tuesday-blitz-july-23-2024-4919327,3,3.0,1,1
True,1.0,92.3,3028,late-titled-tuesday-blitz-july-23-2024-4919327,4,4.0,1,1
True,0.5,90.9,3025,late-titled-tuesday-blitz-july-23-2024-4919327,5,4.0,3,3
False,1.0,97.5,3030,late-titled-tuesday-blitz-july-23-2024-4919327,6,5.5,2,2
True,0.5,97.8,3029,late-titled-tuesday-blitz-july-23-2024-4919327,7,5.5,3,3
False,0.5,95.2,3027,late-titled-tuesday-blitz-july-23-2024-4919327,8,6.0,4,4
True,1.0,95.2,3033,late-titled-tuesday-blitz-july-23-2024-4919327,9,7.5,2,2
False,1.0,89.9,3041,late-titled-tuesday-blitz-july-23-2024-4919327,10,8.0,3,3
False,0.5,92.3,3045,late-titled-tuesday-blitz-july-23-2024-4919327,11,8.5,4,4
False,1.0,85.6,3032,early-titled-tuesday-blitz-july-23-2024-4919325,1,1.0,1,1
True,1.0,92.6,3034,early-titled-tuesday-blitz-july-23-2024-4919325,2,2.0,1,1
False,1.0,88.1,3036,early-titled-tuesday-blitz-july-23-2024-4919325,3,3.0,1,1
True,1.0,83.9,3039,early-titled-tuesday-blitz-july-23-2024-4919325,4,4.0,1,1
False,0.0,90.2,3028,early-titled-tuesday-blitz-july-23-2024-4919325,5,3.5,4,4
True,0.0,84.3,3014,early-titled-tuesday-blitz-july-23-2024-4919325,6,4.5,4,4
True,1.0,87.2,3016,early-titled-tuesday-blitz-july-23-2024-4919325,7,6.0,3,3
False,1.0,90.0,3018,early-titled-tuesday-blitz-july-23-2024-4919325,8,6.5,4,4
True,1.0,91.0,3022,early-titled-tuesday-blitz-july-23-2024-4919325,9,7.5,3,3
True,1.0,94.5,3027,early-titled-tuesday-blitz-july-23-2024-4919325,10,8.0,4,4
False,0.5,92.4,3024,early-titled-tuesday-blitz-july-23-2024-4919325,11,8.5,4,4
False,1.0,93.7,3041,late-titled-tuesday-blitz-july-16-2024-4900935,1,1.0,1,1
True,1.0,88.5,3042,late-titled-tuesday-blitz-july-16-2024-4900935,2,2.0,1,1
False,1.0,98.4,3044,late-titled-tuesday-blitz-july-16-2024-4900935,3,3.0,1,1
True,1.0,94.5,3047,late-titled-tuesday-blitz-july-16-2024-4900935,4,4.0,1,1
True,1.0,90.5,3050,late-titled-tuesday-blitz-july-16-2024-4900935,5,4.5,2,2
False,0.0,84.4,3045,late-titled-tuesday-blitz-july-16-2024-4900935,6,4.5,4,4
False,0.0,92.2,3033,late-titled-tuesday-blitz-july-16-2024-4900935,7,5.0,5,5
True,1.0,79.3,3036,late-titled-tuesday-blitz-july-16-2024-4900935,8,6.5,4,4
False,0.5,93.9,3031,late-titled-tuesday-blitz-july-16-2024-4900935,9,7.0,4,4
True,0.5,86.0,3026,late-titled-tuesday-blitz-july-16-2024-4900935,10,7.5,4,4
False,1.0,92.9,3030,late-titled-tuesday-blitz-july-16-2024-4900935,11,9.0,3,3
True,1.0,90.4,3026,early-titled-tuesday-blitz-july-16-2024-4900933,1,1.0,1,1
False,1.0,93.8,3028,early-titled-tuesday-blitz-july-16-2024-4900933,2,2.0,1,1
True,1.0,93.6,3031,early-titled-tuesday-blitz-july-16-2024-4900933,3,3.0,1,1
True,1.0,97.6,3035,early-titled-tuesday-blitz-july-16-2024-4900933,4,4.0,1,1
False,0.0,88.4,3023,early-titled-tuesday-blitz-july-16-2024-4900933,5,3.5,4,4
False,1.0,92.0,3026,early-titled-tuesday-blitz-july-16-2024-4900933,6,5.5,2,2
True,1.0,88.6,3030,early-titled-tuesday-blitz-july-16-2024-4900933,7,6.0,3,3
True,1.0,94.8,3034,early-titled-tuesday-blitz-july-16-2024-4900933,8,6.5,4,4
False,0.0,85.5,3029,early-titled-tuesday-blitz-july-16-2024-4900933,9,6.5,5,5
True,1.0,95.1,3033,early-titled-tuesday-blitz-july-16-2024-4900933,10,8.0,3,3
False,1.0,91.8,3040,early-titled-tuesday-blitz-july-16-2024-4900933,11,9.0,3,3
False,1.0,91.5,3047,early-titled-tuesday-blitz-june-04-2024-4800123,1,1.0,1,1
True,1.0,96.7,3048,early-titled-tuesday-blitz-june-04-2024-4800123,2,2.0,1,1
False,0.5,88.5,3042,early-titled-tuesday-blitz-june-04-2024-4800123,3,2.5,2,2
True,1.0,94.2,3044,early-titled-tuesday-blitz-june-04-2024-4800123,4,4.0,1,1
False,0.5,92.4,3039,early-titled-tuesday-blitz-june-04-2024-4800123,5,4.0,3,3
True,1.0,88.8,3042,early-titled-tuesday-blitz-june-04-2024-4800123,6,5.5,2,2
True,1.0,88.9,3046,early-titled-tuesday-blitz-june-04-2024-4800123,7,6.0,3,3
False,1.0,88.4,3052,early-titled-tuesday-blitz-june-04-2024-4800123,8,6.5,3,3
True,0.0,97.9,3038,early-titled-tuesday-blitz-june-04-2024-4800123,9,6.5,5,5
False,0.5,94.3,3035,early-titled-tuesday-blitz-june-04-2024-4800123,10,7.5,4,4
True,1.0,87.6,3040,early-titled-tuesday-blitz-june-04-2024-4800123,11,9.0,2,2
False,1.0,92.2,3121,late-titled-tuesday-blitz-may-07-2024-4753864,1,1.0,1,1
True,1.0,92.3,3122,late-titled-tuesday-blitz-may-07-2024-4753864,2,2.0,1,1
False,1.0,89.3,3125,late-titled-tuesday-blitz-may-07-2024-4753864,3,3.0,1,1
True,1.0,91.0,3128,late-titled-tuesday-blitz-may-07-2024-4753864,4,4.0,1,1
False,0.0,80.5,3116,late-titled-tuesday-blitz-may-07-2024-4753864,5,3.5,4,4
True,1.0,89.6,3119,late-titled-tuesday-blitz-may-07-2024-4753864,6,5.5,2,2
False,1.0,88.9,3123,late-titled-tuesday-blitz-may-07-2024-4753864,7,6.0,2,2
True,0.0,91.7,3110,late-titled-tuesday-blitz-may-07-2024-4753864,8,5.5,6,6
False,1.0,85.7,3113,late-titled-tuesday-blitz-may-07-2024-4753864,9,7.5,3,3
False,1.0,89.1,3117,late-titled-tuesday-blitz-may-07-2024-4753864,10,8.0,3,3
True,1.0,85.2,3126,late-titled-tuesday-blitz-may-07-2024-4753864,11,9.0,3,3
False,1.0,93.7,3091,early-titled-tuesday-blitz-may-07-2024-4753863,1,1.0,1,1
True,1.0,88.4,3092,early-titled-tuesday-blitz-may-07-2024-4753863,2,2.0,1,1
False,1.0,93.1,3095,early-titled-tuesday-blitz-may-07-2024-4753863,3,3.0,1,1
True,1.0,77.0,3099,early-titled-tuesday-blitz-may-07-2024-4753863,4,4.0,1,1
False,1.0,98.7,3103,early-titled-tuesday-blitz-may-07-2024-4753863,5,4.5,2,2
False,1.0,81.0,3114,early-titled-tuesday-blitz-may-07-2024-4753863,6,5.5,2,2
True,0.5,95.9,3114,early-titled-tuesday-blitz-may-07-2024-4753863,7,5.5,4,4
True,0.5,98.8,3113,early-titled-tuesday-blitz-may-07-2024-4753863,8,6.0,5,5
False,1.0,86.9,3119,early-titled-tuesday-blitz-may-07-2024-4753863,9,7.5,2,2
True,0.5,96.1,3119,early-titled-tuesday-blitz-may-07-2024-4753863,10,7.5,4,4
True,0.5,90.9,3120,early-titled-tuesday-blitz-may-07-2024-4753863,11,8.5,4,4
True,1.0,73.8,3065,late-titled-tuesday-blitz-april-30-2024-4739548,1,1.0,1,1
False,1.0,92.6,3066,late-titled-tuesday-blitz-april-30-2024-4739548,2,2.0,1,1
True,1.0,86.6,3068,late-titled-tuesday-blitz-april-30-2024-4739548,3,3.0,1,1
False,0.5,85.0,3064,late-titled-tuesday-blitz-april-30-2024-4739548,4,3.5,2,2
True,1.0,79.4,3068,late-titled-tuesday-blitz-april-30-2024-4739548,5,4.5,2,2
True,1.0,89.2,3073,late-titled-tuesday-blitz-april-30-2024-4739548,6,5.5,2,2
False,1.0,94.0,3084,late-titled-tuesday-blitz-april-30-2024-4739548,7,6.0,3,3
False,0.5,98.5,3085,late-titled-tuesday-blitz-april-30-2024-4739548,8,6.0,4,4
True,1.0,87.7,3091,late-titled-tuesday-blitz-april-30-2024-4739548,9,7.5,2,2
False,0.0,81.2,3084,late-titled-tuesday-blitz-april-30-2024-4739548,10,7.0,5,5
False,1.0,92.4,3090,late-titled-tuesday-blitz-april-30-2024-4739548,11,9.0,3,3
False,1.0,84.5,3058,early-titled-tuesday-blitz-april-30-2024-4739547,1,1.0,1,1
True,1.0,76.7,3059,early-titled-tuesday-blitz-april-30-2024-4739547,2,2.0,1,1
False,0.0,91.2,3046,early-titled-tuesday-blitz-april-30-2024-4739547,3,2.0,3,3
True,1.0,85.2,3048,early-titled-tuesday-blitz-april-30-2024-4739547,4,4.0,1,1
False,1.0,98.8,3051,early-titled-tuesday-blitz-april-30-2024-4739547,5,4.5,2,2
True,1.0,91.8,3054,early-titled-tuesday-blitz-april-30-2024-4739547,6,5.5,2,2
True,1.0,96.1,3058,early-titled-tuesday-blitz-april-30-2024-4739547,7,6.0,3,3
False,1.0,93.5,3063,early-titled-tuesday-blitz-april-30-2024-4739547,8,6.5,3,3
False,0.5,94.7,3065,early-titled-tuesday-blitz-april-30-2024-4739547,9,7.0,3,3
True,1.0,85.6,3072,early-titled-tuesday-blitz-april-30-2024-4739547,10,8.0,3,3
True,0.0,78.5,3064,early-titled-tuesday-blitz-april-30-2024-4739547,11,8.0,5,5
False,1.0,88.9,3050,late-titled-tuesday-blitz-april-23-2024-4715472,1,1.0,1,1
True,1.0,69.6,3052,late-titled-tuesday-blitz-april-23-2024-4715472,2,2.0,1,1
False,0.5,79.6,3047,late-titled-tuesday-blitz-april-23-2024-4715472,3,2.5,2,2
True,1.0,93.5,3050,late-titled-tuesday-blitz-april-23-2024-4715472,4,4.0,1,1
True,1.0,92.4,3054,late-titled-tuesday-blitz-april-23-2024-4715472,5,4.5,2,2
False,0.0,83.0,3043,late-titled-tuesday-blitz-april-23-2024-4715472,6,4.5,4,4
True,0.5,94.5,3038,late-titled-tuesday-blitz-april-23-2024-4715472,7,5.5,4,4
True,1.0,96.0,3042,late-titled-tuesday-blitz-april-23-2024-4715472,8,6.5,4,4
False,1.0,96.1,3046,late-titled-tuesday-blitz-april-23-2024-4715472,9,7.5,2,2
False,1.0,93.1,3051,late-titled-tuesday-blitz-april-23-2024-4715472,10,8.0,3,3
True,1.0,81.8,3054,late-titled-tuesday-blitz-april-23-2024-4715472,11,9.0,3,3
False,1.0,95.7,3011,late-titled-tuesday-blitz-april-16-2024-4701300,1,1.0,1,1
True,0.0,83.5,2997,late-titled-tuesday-blitz-april-16-2024-4701300,2,1.0,3,3
False,1.0,94.9,2998,late-titled-tuesday-blitz-april-16-2024-4701300,3,3.0,1,1
True,1.0,92.3,3000,late-titled-tuesday-blitz-april-16-2024-4701300,4,4.0,1,1
False,0.0,70.0,2987,late-titled-tuesday-blitz-april-16-2024-4701300,5,3.5,4,4
True,1.0,89.3,2989,late-titled-tuesday-blitz-april-16-2024-4701300,6,5.5,2,2
False,1.0,92.4,2991,late-titled-tuesday-blitz-april-16-2024-4701300,7,6.0,3,3
True,1.0,97.9,2994,late-titled-tuesday-blitz-april-16-2024-4701300,8,6.5,4,4
True,1.0,86.7,2999,late-titled-tuesday-blitz-april-16-2024-4701300,9,7.5,3,3
False,1.0,91.8,3000,late-titled-tuesday-blitz-april-16-2024-4701300,10,8.0,3,3
True,0.0,85.6,2994,late-titled-tuesday-blitz-april-16-2024-4701300,11,8.0,5,5
True,1.0,87.3,3080,late-titled-tuesday-blitz-april-09-2024-4677305,1,1.0,1,1
False,1.0,89.0,3081,late-titled-tuesday-blitz-april-09-2024-4677305,2,2.0,1,1
True,1.0,82.3,3084,late-titled-tuesday-blitz-april-09-2024-4677305,3,3.0,1,1
False,1.0,95.4,3088,late-titled-tuesday-blitz-april-09-2024-4677305,4,4.0,1,1
True,1.0,72.7,3093,late-titled-tuesday-blitz-april-09-2024-4677305,5,4.5,2,2
False,1.0,87.6,3099,late-titled-tuesday-blitz-april-09-2024-4677305,6,5.5,2,2
True,0.0,89.1,3090,late-titled-tuesday-blitz-april-09-2024-4677305,7,5.0,5,5
False,1.0,94.0,3095,late-titled-tuesday-blitz-april-09-2024-4677305,8,6.5,3,3
True,0.5,96.1,3097,late-titled-tuesday-blitz-april-09-2024-4677305,9,7.0,4,4
False,1.0,90.5,3102,late-titled-tuesday-blitz-april-09-2024-4677305,10,8.0,3,3
False,0.0,76.2,3093,late-titled-tuesday-blitz-april-09-2024-4677305,11,8.0,5,5
True,1.0,96.3,3104,late-titled-tuesday-blitz-april-02-2024-4663139,1,1.0,1,1
False,1.0,91.9,3105,late-titled-tuesday-blitz-april-02-2024-4663139,2,2.0,1,1
True,1.0,96.1,3107,late-titled-tuesday-blitz-april-02-2024-4663139,3,3.0,1,1
False,1.0,81.3,3111,late-titled-tuesday-blitz-april-02-2024-4663139,4,4.0,1,1
True,0.0,85.6,3101,late-titled-tuesday-blitz-april-02-2024-4663139,5,3.5,4,4
False,0.0,76.3,3088,late-titled-tuesday-blitz-april-02-2024-4663139,6,4.5,4,4
True,1.0,92.0,3089,late-titled-tuesday-blitz-april-02-2024-4663139,7,6.0,3,3
False,1.0,85.5,3091,late-titled-tuesday-blitz-april-02-2024-4663139,8,6.5,3,3
True,1.0,90.4,3095,late-titled-tuesday-blitz-april-02-2024-4663139,9,7.5,3,3
False,0.0,66.0,3084,late-titled-tuesday-blitz-april-02-2024-4663139,10,7.0,5,5
True,1.0,95.2,3088,late-titled-tuesday-blitz-april-02-2024-4663139,11,9.0,3,3
True,1.0,97.4,3056,late-titled-tuesday-blitz-march-12-2024-4619545,1,1.0,1,1
