white,score,accuracy,rating,tournament,round,points,rank,possible_rank
True,0.5,91.2,3061,late-titled-tuesday-blitz-december-19-2023-4450895,4,3.5,2,2
True,0.5,84.0,3057,late-titled-tuesday-blitz-december-19-2023-4450895,5,4.5,2,2
False,1.0,86.9,3060,late-titled-tuesday-blitz-december-19-2023-4450895,6,6.0,1,1
True,1.0,95.4,3064,late-titled-tuesday-blitz-december-19-2023-4450895,7,6.0,3,3
False,1.0,83.7,3069,late-titled-tuesday-blitz-december-19-2023-4450895,8,7.0,3,3
True,1.0,91.8,3075,late-titled-tuesday-blitz-december-19-2023-4450895,9,8.0,2,2
False,0.0,82.0,3064,late-titled-tuesday-blitz-december-19-2023-4450895,10,8.0,3,3
True,1.0,85.6,3070,late-titled-tuesday-blitz-december-19-2023-4450895,11,9.0,3,3
False,1.0,87.9,3028,early-titled-tuesday-blitz-november-14-2023-4374824,1,1.0,1,1
True,1.0,81.3,3029,early-titled-tuesday-blitz-november-14-2023-4374824,2,2.0,1,1
False,1.0,88.3,3031,early-titled-tuesday-blitz-november-14-2023-4374824,3,3.0,1,1
False,1.0,95.4,3034,early-titled-tuesday-blitz-november-14-2023-4374824,4,4.0,1,1
True,1.0,86.3,3038,early-titled-tuesday-blitz-november-14-2023-4374824,5,5.0,1,1
True,1.0,93.4,3043,early-titled-tuesday-blitz-november-14-2023-4374824,6,6.0,1,1
False,0.5,87.6,3040,early-titled-tuesday-blitz-november-14-2023-4374824,7,5.5,4,4
True,1.0,92.2,3045,early-titled-tuesday-blitz-november-14-2023-4374824,8,7.0,3,3
True,1.0,94.0,3051,early-titled-tuesday-blitz-november-14-2023-4374824,9,8.0,3,3
False,1.0,90.4,3059,early-titled-tuesday-blitz-november-14-2023-4374824,10,9.0,1,1
False,0.0,,0,early-titled-tuesday-blitz-november-14-2023-4374824,11,8.0,4,4
True,1.0,,2966,late-titled-tuesday-blitz-september-24-2024-5080899,1,1.0,1,1
False,1.0,,2968,late-titled-tuesday-blitz-september-24-2024-5080899,2,2.0,1,1
True,1.0,,2971,late-titled-tuesday-blitz-september-24-2024-5080899,3,3.0,1,1
False,1.0,,2974,late-titled-tuesday-blitz-september-24-2024-5080899,4,4.0,1,1
True,0.0,90.7,2972,late-titled-tuesday-blitz-september-24-2024-5080899,5,4.0,3,3
False,1.0,,2976,late-titled-tuesday-blitz-september-24-2024-5080899,6,5.0,3,3
True,1.0,93.9,2980,late-titled-tuesday-blitz-september-24-2024-5080899,7,6.0,3,3
False,0.0,88.3,2976,late-titled-tuesday-blitz-september-24-2024-5080899,8,6.0,5,5
True,1.0,,2982,late-titled-tuesday-blitz-september-24-2024-5080899,9,7.0,4,4
False,1.0,95.1,2983,late-titled-tuesday-blitz-september-24-2024-5080899,10,8.0,3,3
True,1.0,93.9,2993,late-titled-tuesday-blitz-september-24-2024-5080899,11,9.0,3,3
True,1.0,90.5,2940,late-titled-tuesday-blitz-march-19-2024-4634462,1,1.0,1,1
False,1.0,91.2,2942,late-titled-tuesday-blitz-march-19-2024-4634462,2,2.0,1,1
True,1.0,96.1,2945,late-titled-tuesday-blitz-march-19-2024-4634462,3,3.0,1,1
False,1.0,88.3,2950,late-titled-tuesday-blitz-march-19-2024-4634462,4,4.0,1,1
False,0.0,81.3,2946,late-titled-tuesday-blitz-march-19-2024-4634462,5,4.0,3,3
True,1.0,89.4,2950,late-titled-tuesday-blitz-march-19-2024-4634462,6,5.0,3,3
False,1.0,83.7,2955,late-titled-tuesday-blitz-march-19-2024-4634462,7,6.0,3,3
True,0.0,88.9,2950,late-titled-tuesday-blitz-march-19-2024-4634462,8,6.0,5,5
False,1.0,71.5,2956,late-titled-tuesday-blitz-march-19-2024-4634462,9,7.0,4,4
False,1.0,84.8,2962,late-titled-tuesday-blitz-march-19-2024-4634462,10,8.0,3,3
True,1.0,86.0,2973,late-titled-tuesday-blitz-march-19-2024-4634462,11,9.0,2,2
False,1.0,87.0,2908,late-titled-tuesday-blitz-february-06-2024-4547612,1,1.0,1,1
True,1.0,91.4,2910,late-titled-tuesday-blitz-february-06-2024-4547612,2,2.0,1,1
False,1.0,85.6,2913,late-titled-tuesday-blitz-february-06-2024-4547612,3,3.0,1,1
False,0.0,84.8,2900,late-titled-tuesday-blitz-february-06-2024-4547612,4,3.0,3,3
True,0.5,91.6,2895,late-titled-tuesday-blitz-february-06-2024-4547612,5,4.5,2,2
True,1.0,91.2,2899,late-titled-tuesday-blitz-february-06-2024-4547612,6,5.0,3,3
False,1.0,74.5,2911,late-titled-tuesday-blitz-february-06-2024-4547612,7,6.0,3,3
True,1.0,78.3,2915,late-titled-tuesday-blitz-february-06-2024-4547612,8,7.0,2,2
False,1.0,82.3,2928,late-titled-tuesday-blitz-february-06-2024-4547612,9,7.0,3,3
True,1.0,91.7,2938,late-titled-tuesday-blitz-february-06-2024-4547612,10,8.0,4,4
True,0.0,85.3,2936,late-titled-tuesday-blitz-february-06-2024-4547612,11,8.0,5,5
False,1.0,80.8,2906,early-titled-tuesday-blitz-december-12-2023-4427730,1,1.0,1,1
True,1.0,90.2,2908,early-titled-tuesday-blitz-december-12-2023-4427730,2,2.0,1,1
False,0.5,89.8,2903,early-titled-tuesday-blitz-december-12-2023-4427730,3,2.5,2,2
True,1.0,90.9,2906,early-titled-tuesday-blitz-december-12-2023-4427730,4,4.0,1,1
False,0.5,94.3,2903,early-titled-tuesday-blitz-december-12-2023-4427730,5,4.5,2,2
True,0.0,86.3,2892,early-titled-tuesday-blitz-december-12-2023-4427730,6,4.0,5,5
True,1.0,91.0,2896,early-titled-tuesday-blitz-december-12-2023-4427730,7,6.0,2,2
False,1.0,95.3,2901,early-titled-tuesday-blitz-december-12-2023-4427730,8,7.0,2,2
False,1.0,93.5,2904,early-titled-tuesday-blitz-december-12-2023-4427730,9,7.0,3,3
True,1.0,96.5,2909,early-titled-tuesday-blitz-december-12-2023-4427730,10,8.0,3,3
True,0.5,95.5,2912,early-titled-tuesday-blitz-december-12-2023-4427730,11,8.5,2,2
True,1.0,92.9,2710,late-titled-tuesday-blitz-august-06-2024-4956449,1,1.0,1,1
False,1.0,93.7,2713,late-titled-tuesday-blitz-august-06-2024-4956449,2,2.0,1,1
False,0.0,86.3,2711,late-titled-tuesday-blitz-august-06-2024-4956449,3,2.0,3,3
True,0.0,76.9,2700,late-titled-tuesday-blitz-august-06-2024-4956449,4,2.0,5,5
False,0.0,82.0,2688,late-titled-tuesday-blitz-august-06-2024-4956449,5,2.0,6,6
True,1.0,97.5,2691,late-titled-tuesday-blitz-august-06-2024-4956449,6,3.0,6,6
False,1.0,83.5,2695,late-titled-tuesday-blitz-august-06-2024-4956449,7,4.0,7,7
True,1.0,94.3,2700,late-titled-tuesday-blitz-august-06-2024-4956449,8,5.0,7,7
False,1.0,88.2,2706,late-titled-tuesday-blitz-august-06-2024-4956449,9,6.0,6,6
True,1.0,79.2,2718,late-titled-tuesday-blitz-august-06-2024-4956449,10,7.0,5,5
False,1.0,84.7,2731,late-titled-tuesday-blitz-august-06-2024-4956449,11,8.0,5,5
True,1.0,96.6,2670,early-titled-tuesday-blitz-june-04-2024-4800123,1,1.0,1,1
False,1.0,83.4,2671,early-titled-tuesday-blitz-june-04-2024-4800123,2,2.0,1,1
False,1.0,87.3,2684,early-titled-tuesday-blitz-june-04-2024-4800123,3,3.0,1,1
True,0.5,78.9,2689,early-titled-tuesday-blitz-june-04-2024-4800123,4,3.5,2,2
False,1.0,79.2,2700,early-titled-tuesday-blitz-june-04-2024-4800123,5,4.5,2,2
False,0.5,85.1,2704,early-titled-tuesday-blitz-june-04-2024-4800123,6,5.0,3,3
True,1.0,80.2,2717,early-titled-tuesday-blitz-june-04-2024-4800123,7,6.0,3,3
True,1.0,91.6,2731,early-titled-tuesday-blitz-june-04-2024-4800123,8,7.0,2,2
False,1.0,98.7,2745,early-titled-tuesday-blitz-june-04-2024-4800123,9,8.0,2,2
False,0.0,87.2,2743,early-titled-tuesday-blitz-june-04-2024-4800123,10,8.0,3,3
True,0.0,79.2,2740,early-titled-tuesday-blitz-june-04-2024-4800123,11,8.0,4,4
False,0.5,,2900,late-titled-tuesday-blitz-august-13-2024-4975055,1,0.5,2,2
True,0.0,80.5,2885,late-titled-tuesday-blitz-august-13-2024-4975055,2,0.5,4,4
False,1.0,,2885,late-titled-tuesday-blitz-august-13-2024-4975055,3,1.5,4,4
True,1.0,,2885,late-titled-tuesday-blitz-august-13-2024-4975055,4,2.5,4,4
False,1.0,,2887,late-titled-tuesday-blitz-august-13-2024-4975055,5,3.5,3,3
True,1.0,87.4,2890,late-titled-tuesday-blitz-august-13-2024-4975055,6,4.5,4,4
False,1.0,82.7,2892,late-titled-tuesday-blitz-august-13-2024-4975055,7,5.5,4,4
True,1.0,82.4,2903,late-titled-tuesday-blitz-august-13-2024-4975055,8,6.5,3,3
True,0.0,67.3,2892,late-titled-tuesday-blitz-august-13-2024-4975055,9,6.5,5,5
False,1.0,90.6,2898,late-titled-tuesday-blitz-august-13-2024-4975055,10,7.5,4,4
False,1.0,96.5,2908,late-titled-tuesday-blitz-august-13-2024-4975055,11,8.5,3,3
True,1.0,,2920,late-titled-tuesday-blitz-august-06-2024-4956449,1,1.0,1,1
False,1.0,,2922,late-titled-tuesday-blitz-august-06-2024-4956449,2,1.5,2,2
True,0.0,76.3,2909,late-titled-tuesday-blitz-august-06-2024-4956449,3,0.5,4,4
False,0.0,,2896,late-titled-tuesday-blitz-august-06-2024-4956449,4,1.5,6,6
True,1.0,,2897,late-titled-tuesday-blitz-august-06-2024-4956449,5,3.5,4,4
True,1.0,86.2,2899,late-titled-tuesday-blitz-august-06-2024-4956449,6,4.5,4,4
False,1.0,71.7,2903,late-titled-tuesday-blitz-august-06-2024-4956449,7,5.5,4,4
True,1.0,84.2,2907,late-titled-tuesday-blitz-august-06-2024-4956449,8,6.5,4,4
False,0.0,82.1,2895,late-titled-tuesday-blitz-august-06-2024-4956449,9,6.5,5,5
True,1.0,85.3,2899,late-titled-tuesday-blitz-august-06-2024-4956449,10,7.5,4,4
False,1.0,94.5,2903,late-titled-tuesday-blitz-august-06-2024-4956449,11,8.5,4,4
True,1.0,92.8,2878,late-titled-tuesday-blitz-july-16-2024-4900935,1,1.0,1,1
False,1.0,88.8,2880,late-titled-tuesday-blitz-july-16-2024-4900935,2,1.5,2,2
True,1.0,80.1,2883,late-titled-tuesday-blitz-july-16-2024-4900935,3,1.5,4,4
False,1.0,85.3,2885,late-titled-tuesday-blitz-july-16-2024-4900935,4,2.5,3,3
False,0.0,81.8,2882,late-titled-tuesday-blitz-july-16-2024-4900935,5,2.5,6,6
True,1.0,88.3,2885,late-titled-tuesday-blitz-july-16-2024-4900935,6,4.5,4,4
False,1.0,88.8,2898,late-titled-tuesday-blitz-july-16-2024-4900935,7,5.5,4,4
True,1.0,85.7,2909,late-titled-tuesday-blitz-july-16-2024-4900935,8,6.5,4,4
False,0.0,80.5,2904,late-titled-tuesday-blitz-july-16-2024-4900935,9,6.5,5,5
True,1.0,90.5,2916,late-titled-tuesday-blitz-july-16-2024-4900935,10,7.5,4,4
True,0.5,79.5,2919,late-titled-tuesday-blitz-july-16-2024-4900935,11,8.0,5,5
True,0.0,71.1,2809,late-titled-tuesday-blitz-june-18-2024-4829185,1,0.0,3,3
False,1.0,92.4,2810,late-titled-tuesday-blitz-june-18-2024-4829185,2,1.5,2,2
True,1.0,88.1,2813,late-titled-tuesday-blitz-june-18-2024-4829185,3,1.5,4,4
False,1.0,92.2,2817,late-titled-tuesday-blitz-june-18-2024-4829185,4,2.5,4,4
True,1.0,97.3,2821,late-titled-tuesday-blitz-june-18-2024-4829185,5,3.5,4,4
False,0.0,82.3,2806,late-titled-tuesday-blitz-june-18-2024-4829185,6,3.5,6,6
True,0.5,83.9,2802,late-titled-tuesday-blitz-june-18-2024-4829185,7,5.0,5,5
True,1.0,95.0,2806,late-titled-tuesday-blitz-june-18-2024-4829185,8,6.5,4,4
False,1.0,93.7,2809,late-titled-tuesday-blitz-june-18-2024-4829185,9,7.5,3,3
True,1.0,83.7,2821,late-titled-tuesday-blitz-june-18-2024-4829185,10,7.5,4,4
False,1.0,88.6,2833,late-titled-tuesday-blitz-june-18-2024-4829185,11,8.5,4,4
False,1.0,90.9,2858,late-titled-tuesday-blitz-may-07-2024-4753864,1,1.0,1,1
True,1.0,72.5,2861,late-titled-tuesday-blitz-may-07-2024-4753864,2,1.5,2,2
False,1.0,71.2,2864,late-titled-tuesday-blitz-may-07-2024-4753864,3,1.5,4,4
True,1.0,93.3,2875,late-titled-tuesday-blitz-may-07-2024-4753864,4,2.5,4,4
True,0.0,80.3,2870,late-titled-tuesday-blitz-may-07-2024-4753864,5,2.5,6,6
False,1.0,93.0,2874,late-titled-tuesday-blitz-may-07-2024-4753864,6,4.5,4,4
False,1.0,87.6,2885,late-titled-tuesday-blitz-may-07-2024-4753864,7,5.5,3,3
True,0.0,83.2,2881,late-titled-tuesday-blitz-may-07-2024-4753864,8,5.5,6,6
False,0.0,78.5,2870,late-titled-tuesday-blitz-may-07-2024-4753864,9,6.5,5,5
True,1.0,88.8,2875,late-titled-tuesday-blitz-may-07-2024-4753864,10,7.5,4,4
False,1.0,95.3,2881,late-titled-tuesday-blitz-may-07-2024-4753864,11,8.5,4,4
True,1.0,93.3,2872,late-titled-tuesday-blitz-april-09-2024-4677305,1,1.0,1,1
False,1.0,83.9,2875,late-titled-tuesday-blitz-april-09-2024-4677305,2,1.5,2,2
True,1.0,86.6,2879,late-titled-tuesday-blitz-april-09-2024-4677305,3,1.5,4,4
False,0.0,82.0,2865,late-titled-tuesday-blitz-april-09-2024-4677305,4,1.5,5,5
True,1.0,91.5,2869,late-titled-tuesday-blitz-april-09-2024-4677305,5,3.5,4,4
True,1.0,93.8,2882,late-titled-tuesday-blitz-april-09-2024-4677305,6,4.5,4,4
False,0.0,81.5,2878,late-titled-tuesday-blitz-april-09-2024-4677305,7,4.5,6,6
True,0.0,76.5,2867,late-titled-tuesday-blitz-april-09-2024-4677305,8,5.5,5,5
False,1.0,85.0,2870,late-titled-tuesday-blitz-april-09-2024-4677305,9,7.5,3,3
False,1.0,67.3,2874,late-titled-tuesday-blitz-april-09-2024-4677305,10,7.5,4,4
True,1.0,90.4,2876,late-titled-tuesday-blitz-april-09-2024-4677305,11,8.5,4,4
True,1.0,98.6,2850,late-titled-tuesday-blitz-april-02-2024-4663139,1,1.0,1,1
False,0.0,79.5,2837,late-titled-tuesday-blitz-april-02-2024-4663139,2,0.5,4,4
True,1.0,89.5,2839,late-titled-tuesday-blitz-april-02-2024-4663139,3,1.5,3,3
False,1.0,83.3,2842,late-titled-tuesday-blitz-april-02-2024-4663139,4,2.5,4,4
True,1.0,94.5,2845,late-titled-tuesday-blitz-april-02-2024-4663139,5,3.5,4,4
True,0.5,84.5,2849,late-titled-tuesday-blitz-april-02-2024-4663139,6,4.0,5,5
False,1.0,84.0,2859,late-titled-tuesday-blitz-april-02-2024-4663139,7,5.5,4,4
True,0.5,88.6,2861,late-titled-tuesday-blitz-april-02-2024-4663139,8,6.0,4,4
False,0.0,89.6,2857,late-titled-tuesday-blitz-april-02-2024-4663139,9,6.5,5,5
True,1.0,91.0,2861,late-titled-tuesday-blitz-april-02-2024-4663139,10,7.5,4,4
False,1.0,79.3,2871,late-titled-tuesday-blitz-april-02-2024-4663139,11,8.5,4,4
True,1.0,76.5,2815,late-titled-tuesday-blitz-march-12-2024-4619545,1,1.0,1,1
False,1.0,93.7,2818,late-titled-tuesday-blitz-march-12-2024-4619545,2,1.5,2,2
True,0.0,89.8,2815,late-titled-tuesday-blitz-march-12-2024-4619545,3,0.5,4,4
False,1.0,75.9,2819,late-titled-tuesday-blitz-march-12-2024-4619545,4,2.5,4,4
True,0.5,86.1,2815,late-titled-tuesday-blitz-march-12-2024-4619545,5,3.0,4,4
False,0.0,85.9,2812,late-titled-tuesday-blitz-march-12-2024-4619545,6,3.5,6,6
False,1.0,83.4,2816,late-titled-tuesday-blitz-march-12-2024-4619545,7,5.5,4,4
True,1.0,87.7,2820,late-titled-tuesday-blitz-march-12-2024-4619545,8,6.5,4,4
False,1.0,98.0,2823,late-titled-tuesday-blitz-march-12-2024-4619545,9,7.5,3,3
False,1.0,87.9,2834,late-titled-tuesday-blitz-march-12-2024-4619545,10,7.5,4,4
True,1.0,96.7,2843,late-titled-tuesday-blitz-march-12-2024-4619545,11,8.5,4,4
True,1.0,95.9,2786,late-titled-tuesday-blitz-december-12-2023-4427731,1,1.0,1,1
False,1.0,79.2,2789,late-titled-tuesday-blitz-december-12-2023-4427731,2,1.5,2,2
True,0.0,79.6,2786,late-titled-tuesday-blitz-december-12-2023-4427731,3,0.5,4,4
False,0.0,85.8,2773,late-titled-tuesday-blitz-december-12-2023-4427731,4,1.5,6,6
False,1.0,85.7,2776,late-titled-tuesday-blitz-december-12-2023-4427731,5,3.5,4,4
True,1.0,80.7,2779,late-titled-tuesday-blitz-december-12-2023-4427731,6,4.5,4,4
False,1.0,88.4,2784,late-titled-tuesday-blitz-december-12-2023-4427731,7,5.5,4,4
True,0.0,76.5,2780,late-titled-tuesday-blitz-december-12-2023-4427731,8,5.5,5,5
False,1.0,86.8,2784,late-titled-tuesday-blitz-december-12-2023-4427731,9,7.5,3,3
True,1.0,82.0,2788,late-titled-tuesday-blitz-december-12-2023-4427731,10,7.5,5,5
True,1.0,81.7,2800,late-titled-tuesday-blitz-december-12-2023-4427731,11,8.5,4,4
True,1.0,93.9,2795,late-titled-tuesday-blitz-november-14-2023-4374825,1,1.0,1,1
False,1.0,90.5,2798,late-titled-tuesday-blitz-november-14-2023-4374825,2,1.5,2,2
True,1.0,83.3,2799,late-titled-tuesday-blitz-november-14-2023-4374825,3,1.5,4,4
True,1.0,88.5,2810,late-titled-tuesday-blitz-november-14-2023-4374825,4,2.5,4,4
False,1.0,94.6,2821,late-titled-tuesday-blitz-november-14-2023-4374825,5,3.5,4,4
True,0.0,70.2,2817,late-titled-tuesday-blitz-november-14-2023-4374825,6,3.5,6,6
False,1.0,89.8,2828,late-titled-tuesday-blitz-november-14-2023-4374825,7,5.5,3,3
False,0.0,82.8,2822,late-titled-tuesday-blitz-november-14-2023-4374825,8,5.5,5,5
True,0.0,82.9,2819,late-titled-tuesday-blitz-november-14-2023-4374825,9,6.5,4,4
False,1.0,80.3,2823,late-titled-tuesday-blitz-november-14-2023-4374825,10,7.5,4,4
True,1.0,77.8,2825,late-titled-tuesday-blitz-november-14-2023-4374825,11,8.5,4,4
True,1.0,93.9,2764,late-titled-tuesday-blitz-october-03-2023-4305323,1,1.0,1,1
False,0.0,73.8,2751,late-titled-tuesday-blitz-october-03-2023-4305323,2,0.5,4,4
True,0.5,91.6,2746,late-titled-tuesday-blitz-october-03-2023-4305323,3,1.0,5,5
False,1.0,84.4,2749,late-titled-tuesday-blitz-october-03-2023-4305323,4,2.5,4,4
True,1.0,82.0,2752,late-titled-tuesday-blitz-october-03-2023-4305323,5,3.5,4,4
False,1.0,90.1,2758,late-titled-tuesday-blitz-october-03-2023-4305323,6,4.5,4,4
True,1.0,88.4,2770,late-titled-tuesday-blitz-october-03-2023-4305323,7,5.5,4,4
False,1.0,88.8,2782,late-titled-tuesday-blitz-october-03-2023-4305323,8,6.5,4,4
True,1.0,89.3,2795,late-titled-tuesday-blitz-october-03-2023-4305323,9,7.5,3,3
True,0.0,87.4,2792,late-titled-tuesday-blitz-october-03-2023-4305323,10,6.5,5,5
False,1.0,92.8,2804,late-titled-tuesday-blitz-october-03-2023-4305323,11,8.5,3,3
False,1.0,89.6,3249,late-titled-tuesday-blitz-december-03-2024-5248887,1,1.0,1,1
True,1.0,86.9,3249,late-titled-tuesday-blitz-december-03-2024-5248887,2,2.0,1,1
False,1.0,93.9,3250,late-titled-tuesday-blitz-december-03-2024-5248887,3,3.0,1,1
True,1.0,88.8,3253,late-titled-tuesday-blitz-december-03-2024-5248887,4,4.0,1,1
True,1.0,83.0,3256,late-titled-tuesday-blitz-december-03-2024-5248887,5,5.0,1,1
False,0.5,84.9,3251,late-titled-tuesday-blitz-december-03-2024-5248887,6,5.5,2,2
True,1.0,92.3,3254,late-titled-tuesday-blitz-december-03-2024-5248887,7,6.5,2,2
False,1.0,89.7,3260,late-titled-tuesday-blitz-december-03-2024-5248887,8,7.5,1,1
True,0.5,85.4,3259,late-titled-tuesday-blitz-december-03-2024-5248887,9,8.0,1,1
False,1.0,94.7,3262,late-titled-tuesday-blitz-december-03-2024-5248887,10,9.0,1,1
False,1.0,88.4,3264,late-titled-tuesday-blitz-december-03-2024-5248887,11,10.0,1,1
False,1.0,90.9,3250,early-titled-tuesday-blitz-december-03-2024-5248885,1,1.0,1,1
True,1.0,84.8,3251,early-titled-tuesday-blitz-december-03-2024-5248885,2,2.0,1,1
False,1.0,91.5,3252,early-titled-tuesday-blitz-december-03-2024-5248885,3,3.0,1,1
True,1.0,87.2,3254,early-titled-tuesday-blitz-december-03-2024-5248885,4,4.0,1,1
False,0.5,87.6,3249,early-titled-tuesday-blitz-december-03-2024-5248885,5,4.5,2,2
True,1.0,86.2,3252,early-titled-tuesday-blitz-december-03-2024-5248885,6,6.0,1,1
True,0.5,94.7,3248,early-titled-tuesday-blitz-december-03-2024-5248885,7,6.0,3,3
False,1.0,89.0,3251,early-titled-tuesday-blitz-december-03-2024-5248885,8,7.5,1,1
True,0.0,79.9,3242,early-titled-tuesday-blitz-december-03-2024-5248885,9,7.5,3,3
False,1.0,93.8,3245,early-titled-tuesday-blitz-december-03-2024-5248885,10,9.0,1,1
True,1.0,93.2,3249,early-titled-tuesday-blitz-december-03-2024-5248885,11,10.0,1,1
True,1.0,91.2,3319,late-titled-tuesday-blitz-november-26-2024-5229069,1,1.0,1,1
False,1.0,92.1,3319,late-titled-tuesday-blitz-november-26-2024-5229069,2,2.0,1,1
True,1.0,93.3,3320,late-titled-tuesday-blitz-november-26-2024-5229069,3,3.0,1,1
True,1.0,93.5,3321,late-titled-tuesday-blitz-november-26-2024-5229069,4,4.0,1,1
False,1.0,97.6,3323,late-titled-tuesday-blitz-november-26-2024-5229069,5,5.0,1,1
True,1.0,93.3,3326,late-titled-tuesday-blitz-november-26-2024-5229069,6,6.0,1,1
False,1.0,89.3,3328,late-titled-tuesday-blitz-november-26-2024-5229069,7,6.5,2,2
True,0.0,86.9,3316,late-titled-tuesday-blitz-november-26-2024-5229069,8,6.5,4,4
False,0.0,75.0,3303,late-titled-tuesday-blitz-november-26-2024-5229069,9,7.5,3,3
True,0.0,82.5,3289,late-titled-tuesday-blitz-november-26-2024-5229069,10,8.0,3,3
False,1.0,78.5,3290,late-titled-tuesday-blitz-november-26-2024-5229069,11,10.0,1,1
True,1.0,90.8,3352,early-titled-tuesday-blitz-november-26-2024-5229067,1,1.0,1,1
False,1.0,68.4,3352,early-titled-tuesday-blitz-november-26-2024-5229067,2,2.0,1,1
True,1.0,95.4,3353,early-titled-tuesday-blitz-november-26-2024-5229067,3,3.0,1,1
False,0.0,84.1,3338,early-titled-tuesday-blitz-november-26-2024-5229067,4,3.0,3,3
True,1.0,93.8,3338,early-titled-tuesday-blitz-november-26-2024-5229067,5,5.0,1,1
False,1.0,93.5,3339,early-titled-tuesday-blitz-november-26-2024-5229067,6,6.0,1,1
True,1.0,95.0,3341,early-titled-tuesday-blitz-november-26-2024-5229067,7,6.5,2,2
False,1.0,72.2,3343,early-titled-tuesday-blitz-november-26-2024-5229067,8,7.5,2,2
True,1.0,84.4,3346,early-titled-tuesday-blitz-november-26-2024-5229067,9,8.5,1,1
False,0.0,74.8,3334,early-titled-tuesday-blitz-november-26-2024-5229067,10,8.0,4,4
True,0.0,88.2,3321,early-titled-tuesday-blitz-november-26-2024-5229067,11,9.0,3,3
False,1.0,91.6,3333,late-titled-tuesday-blitz-november-19-2024-5208889,1,1.0,1,1
True,1.0,87.1,3333,late-titled-tuesday-blitz-november-19-2024-5208889,2,2.0,1,1
False,1.0,95.6,3334,late-titled-tuesday-blitz-november-19-2024-5208889,3,3.0,1,1
True,1.0,84.3,3336,late-titled-tuesday-blitz-november-19-2024-5208889,4,4.0,1,1
True,1.0,91.6,3338,late-titled-tuesday-blitz-november-19-2024-5208889,5,5.0,1,1
False,1.0,91.5,3340,late-titled-tuesday-blitz-november-19-2024-5208889,6,6.0,1,1
True,1.0,91.6,3342,late-titled-tuesday-blitz-november-19-2024-5208889,7,6.5,1,1
False,1.0,79.2,3344,late-titled-tuesday-blitz-november-19-2024-5208889,8,7.5,1,1
False,0.0,83.3,3334,late-titled-tuesday-blitz-november-19-2024-5208889,9,7.5,3,3
True,0.5,88.9,3328,late-titled-tuesday-blitz-november-19-2024-5208889,10,8.5,2,2
False,1.0,80.9,3332,late-titled-tuesday-blitz-november-19-2024-5208889,11,10.0,1,1
False,1.0,85.2,3300,early-titled-tuesday-blitz-november-19-2024-5208887,1,1.0,1,1
True,1.0,94.4,3301,early-titled-tuesday-blitz-november-19-2024-5208887,2,2.0,1,1
False,1.0,96.3,3302,early-titled-tuesday-blitz-november-19-2024-5208887,3,3.0,1,1
True,1.0,82.1,3304,early-titled-tuesday-blitz-november-19-2024-5208887,4,4.0,1,1
True,1.0,86.9,3307,early-titled-tuesday-blitz-november-19-2024-5208887,5,5.0,1,1
False,0.5,95.3,3303,early-titled-tuesday-blitz-november-19-2024-5208887,6,5.5,2,2
True,1.0,91.5,3310,early-titled-tuesday-blitz-november-19-2024-5208887,7,6.5,2,2
False,1.0,91.0,3313,early-titled-tuesday-blitz-november-19-2024-5208887,8,7.5,2,2
False,1.0,87.7,3316,early-titled-tuesday-blitz-november-19-2024-5208887,9,8.5,1,1
True,0.5,97.7,3316,early-titled-tuesday-blitz-november-19-2024-5208887,10,8.5,2,2
False,1.0,93.7,3321,early-titled-tuesday-blitz-november-19-2024-5208887,11,10.0,1,1
True,1.0,84.6,3296,late-titled-tuesday-blitz-november-12-2024-5199161,1,1.0,1,1
False,1.0,81.8,3296,late-titled-tuesday-blitz-november-12-2024-5199161,2,2.0,1,1
True,1.0,90.8,3297,late-titled-tuesday-blitz-november-12-2024-5199161,3,3.0,1,1
False,1.0,89.5,3299,late-titled-tuesday-blitz-november-12-2024-5199161,4,4.0,1,1
True,1.0,92.6,3301,late-titled-tuesday-blitz-november-12-2024-5199161,5,5.0,1,1
False,0.0,80.5,3288,late-titled-tuesday-blitz-november-12-2024-5199161,6,5.0,3,3
True,1.0,90.6,3290,late-titled-tuesday-blitz-november-12-2024-5199161,7,6.5,2,2
False,1.0,96.9,3294,late-titled-tuesday-blitz-november-12-2024-5199161,8,7.5,1,1
True,1.0,89.3,3299,late-titled-tuesday-blitz-november-12-2024-5199161,9,8.5,1,1
False,1.0,86.9,3303,late-titled-tuesday-blitz-november-12-2024-5199161,10,9.0,1,1
True,1.0,92.9,3307,late-titled-tuesday-blitz-november-12-2024-5199161,11,10.0,1,1
False,1.0,94.0,3271,early-titled-tuesday-blitz-november-12-2024-5199159,1,1.0,1,1
True,1.0,91.4,3272,early-titled-tuesday-blitz-november-12-2024-5199159,2,2.0,1,1
False,1.0,92.8,3273,early-titled-tuesday-blitz-november-12-2024-5199159,3,3.0,1,1
True,1.0,91.8,3274,early-titled-tuesday-blitz-november-12-2024-5199159,4,4.0,1,1
False,1.0,91.5,3277,early-titled-tuesday-blitz-november-12-2024-5199159,5,5.0,1,1
True,1.0,91.8,3281,early-titled-tuesday-blitz-november-12-2024-5199159,6,6.0,1,1
False,0.0,89.4,3269,early-titled-tuesday-blitz-november-12-2024-5199159,7,5.5,4,4
True,1.0,79.8,3272,early-titled-tuesday-blitz-november-12-2024-5199159,8,7.5,1,1
False,1.0,89.8,3275,early-titled-tuesday-blitz-november-12-2024-5199159,9,8.5,1,1
